object_id,mjd_size,passband_min,passband_max,passband_mean,passband_median,passband_std,flux_min,flux_max,flux_mean,flux_median,flux_std,flux_skew,flux_err_min,flux_err_max,flux_err_mean,flux_err_median,flux_err_std,flux_err_skew,detected_mean,flux_ratio_sq_sum,flux_ratio_sq_skew,flux_by_flux_ratio_sq_sum,flux_by_flux_ratio_sq_skew,mjd_diff,flux_diff,flux_dif2,flux_w_mean,flux_dif3,hostgal_photoz,hostgal_photoz_err,mwebv
615,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-1100.440063,660.626343,-123.09699786647738,-89.4775235,394.1098509547161,-0.3495402651188569,2.1305099999999997,12.845472000000001,4.482742585227275,3.8352685,1.7447470987922993,1.6237399114940496,0.9460227272727273,2929669.3209347166,0.8127218890977066,-960176582.0090307,-1.4143223891155383,873.7903000000006,1761.066406,-14.306331076491555,-327.7423070064046,-5.373326446883118,0.0,0.0,0.017
713,350,0,5,2.4,2.0,1.7460557269798684,-14.735178,14.770885999999999,-1.423350742857145,-0.8730325000000001,6.471143675102932,0.014988991496874543,0.639458,9.115748,2.35961997142857,1.998217,1.5098882920811512,1.6332455567275872,0.17142857142857143,5886.0675730045705,3.439423015401562,-28750.87137122111,-3.4545537139161913,848.8197999999975,29.506064,-20.730002178360742,-4.884563592691665,-6.040675577271076,1.6267,0.2552,0.006999999999999999
730,330,0,5,2.3363636363636364,2.0,1.758750278504232,-19.159810999999998,47.310059,2.2674340515151523,0.4091715,8.022238536789278,3.1778543900380165,0.695106,11.281384,2.471061472727273,1.9908505,1.7211337179445196,1.8237259206264331,0.0696969696969697,4124.451515801252,5.480405111201296,104650.16194185497,5.98913761142648,853.8454999999958,66.46987,29.315017985014066,25.373109985880077,2.6196973897559235,0.2262,0.0157,0.021
745,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-15.494463,220.79521200000002,8.90920585185185,1.035895,27.558208217485177,4.979825923713272,0.56717,55.892745999999995,2.5555755042735058,1.819875,3.537323668391206,10.74165515352424,0.1737891737891738,94161.6507917884,9.611273586699273,14391253.953951405,11.141069064318863,853.7060000000056,236.28967500000002,26.521968279685144,152.83561654811632,1.5460380265853173,0.2813,1.1523,0.006999999999999999
1124,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-16.543753,143.600189,7.145702161931819,1.141288,20.051722116369113,4.406298198937764,0.695277,11.38369,2.7530037755681818,2.2148535000000003,1.933837495564135,1.7949382428317673,0.17329545454545456,34324.17975348958,7.868461969688624,3015598.5197492056,7.908174369373081,873.7903000000006,160.143942,22.411225429063443,87.8563899095833,1.8227921971846426,0.2415,0.0176,0.024
1227,330,0,5,2.3363636363636364,2.0,1.758750278504232,-12.695161,71.678154,0.3672123666666669,0.2081085,4.962632851525651,9.125055986560751,0.720329,11.554160000000001,2.5968914818181803,2.0244074999999997,1.8545563435812549,1.75843730475062,0.00909090909090909,1319.2677693948672,18.061052050172282,65025.236181350134,18.16348386781751,853.8454999999958,84.373315,229.76708482312355,49.288884099076,1.7118122380372924,0.0,0.0,0.02
1598,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-13.854152,1448.715698,30.333022894886366,0.3372985,167.31794204815205,6.27875705630598,0.670701,11.316125,2.8329569772727288,2.2599935,1.9944828245962554,1.6586224550776163,0.056818181818181816,285735.47752872074,6.381753939872188,270732347.9786275,7.086625083428268,873.7903000000006,1462.5698499999999,48.21708192646254,947.4929410941447,1.5436208403949219,0.182,0.0304,0.019
1632,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-14.525748000000002,34.559826,1.76002644034091,0.623454,5.27314734324189,2.4863047445349906,0.6772020000000001,11.346678,2.733204423295454,2.205975,1.9317818708501897,1.7968082135419314,0.008522727272727272,699.28783077167,4.861840231762849,5470.281891210222,6.580398456201995,873.7903000000006,49.085574,27.889111705897058,7.82264705675447,6.274803611089296,0.7014,0.01,0.021
1920,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-13.367911999999999,231.828339,19.22882661176473,1.252908,48.00439375884035,2.8451619736015252,0.746171,62.950779000000004,3.000021639215688,2.135593,4.201746173161517,11.630526048227617,0.21568627450980393,170161.3644805676,4.707168923661144,28926282.285452433,5.587353252619671,854.6557999999932,245.196251,12.751493159233236,169.99324361174718,1.4423882137340192,0.3229,0.336,0.027000000000000003
1926,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-52.764720999999994,30.658575,-0.08520970980392156,0.166696,6.288463212764611,-1.7098520008143256,0.9150969999999999,68.224373,3.82248811764706,2.717572,4.847225831848114,9.490699027388219,0.011764705882352941,1205.967533293798,11.28519250873309,27551.838946198008,11.51041083151419,854.6557999999932,83.423296,-979.0350910942857,22.846252644088242,3.651508949831509,0.0,0.0,0.018000000000000002
2072,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-18.000116000000002,21.651644,1.7380639658119648,0.912967,4.798680980046759,0.7794033821953983,0.566283,55.924137,2.547657948717948,1.804957,3.54039555459516,10.737109636300266,0.06552706552706553,3853.4371262105014,13.38105261728917,45902.1554825506,15.914606883184703,853.7060000000056,39.65176,22.813751841104445,11.912003227023227,3.3287230740541744,0.19,0.0104,0.006999999999999999
2103,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-17.384005,214.805969,11.31943509375001,0.2627535,36.18279575831288,3.1598353189536432,0.674451,11.340099,2.749155045454546,2.2036949999999997,1.9221134099242974,1.8057586485517387,0.09659090909090909,146785.06003224998,5.431912849593287,20283236.33076201,7.294709399893589,873.7903000000006,232.189974,20.512505445453098,138.18324784760523,1.6803047953835162,0.5409,0.2283,0.02
2300,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-17.098705,35.218456,2.2456812735042733,0.700146,5.7217340777865795,1.9794944241534473,0.572951,56.145763,2.5641360769230777,1.8249630000000001,3.553580657417907,10.740661982648197,0.08262108262108261,2172.0779279512935,9.40362018114434,26065.10761914327,11.754438024634073,853.7060000000056,52.317161,23.296788202878712,12.000079409548583,4.359734566287179,2.7474,0.5335,0.01
2330,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-15.131953,23.50779,0.7560802051282057,0.49371899999999996,3.37837777952996,0.8375553410430955,0.576711,56.156093999999996,2.5667299116809126,1.824698,3.5548239005684326,10.737293752102417,0.005698005698005698,640.252481114752,4.620286072962024,2068.9657859223066,10.055352955904716,853.7060000000056,38.639742999999996,51.105349323949035,3.231484214352443,11.95727425446917,0.5736,0.2827,0.011000000000000001
2624,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-24.442567999999998,1897.066772,7.8373994034090995,0.023840499999999997,104.32344289636345,17.217450396813856,1.2709549999999998,20.687368,4.93766361931818,3.5431014999999997,4.134429729003373,1.4612127122724348,0.02556818181818182,35465.44617509077,18.608142273320507,57631024.814504184,18.759666309202558,873.7903000000006,1921.5093399999998,245.17180267273156,1624.9908299470783,1.182473958983866,0.0,0.0,0.019
2677,350,0,5,2.4,2.0,1.7460557269798684,-216.426498,70.879387,-3.410157471428568,-0.8792439999999999,23.087841203423682,-4.392661072424811,1.7908580000000003,9.449056,3.3106830399999985,2.8567165,1.249022480718673,2.0863823634163743,0.16857142857142857,24715.928356227727,11.501680301378356,-2915104.022511817,-13.414750717918396,848.8197999999975,287.305885,-84.25003461193336,-117.94434667784962,-2.4359445203824857,0.0,0.0,0.009000000000000001
2922,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-16.889565,491.29351799999995,11.240446974431807,1.1826310000000002,46.867825219963876,8.113680136832663,0.673435,11.349357000000001,2.739344230113636,2.201143,1.9325418749968828,1.7849203957423476,0.16477272727272727,71660.49360914496,10.599805170292564,22155840.02647696,12.235153527169919,873.7903000000006,508.18308299999995,45.210220212411805,309.17788743293755,1.643659212563278,0.1469,0.0094,0.02
3041,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-14.235923000000001,43.106094,1.5989197017045456,0.40306,5.512674017940293,2.7557664949554797,0.676345,11.336711,2.7256746789772737,2.1999695,1.9291665483368667,1.7987505361534644,0.028409090909090908,1452.507232803808,7.936581719252658,20404.27067455445,7.616949740611312,873.7903000000006,57.342017,35.86297481910437,14.047620702836445,4.081973610550412,0.1274,0.0198,0.02
3285,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-13.541395000000001,154.806046,10.312107619607845,0.3272,29.258708634143325,2.830717073569083,0.714815,62.468288,2.9457051098039195,2.0661009999999997,4.1774861240283965,11.584787784858564,0.12549019607843137,80975.21617098451,5.1307843604221475,8160170.186499786,6.303372985338461,854.6557999999932,168.347441,16.32522149787281,100.77367585248612,1.6705497698270855,0.1818,0.0079,0.02
3423,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-10.048283999999999,39.706257,2.0941644488636375,0.46022399999999997,6.0685542524508955,3.0602000300069485,0.6693020000000001,11.310216,2.716542411931817,2.1947995000000002,1.9271057781728784,1.799490844705137,0.03125,1375.2464967768099,7.96196791346041,23569.16716012796,12.008822049973432,873.7903000000006,49.754541,23.75865994048292,17.13814011914769,2.9031470541200353,1.1213,0.1591,0.018000000000000002
3489,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-15.918460000000001,17.009882,-2.1437319764705887,-3.529613,6.120336488214074,0.5485848867756092,0.7412880000000001,62.186817000000005,2.946567137254902,2.0650560000000002,4.156920076716623,11.590315796167172,0.14901960784313725,3383.6533183710358,3.399959384505842,-12622.223237460048,-1.4761516453412011,854.6557999999932,32.928342,-15.36028867480569,-3.73035357048241,-8.827136993274797,1.4377,0.2168,0.016
3910,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-19.942938,144.096008,2.632260168091168,0.264442,16.16211980953168,6.610314708393994,0.571539,56.006282999999996,2.556866538461537,1.8114669999999997,3.5462398381773963,10.730460500952145,0.02849002849002849,16174.450753394993,7.595682319485517,1361073.0552210517,7.511449714057427,853.7060000000056,164.038946,62.31866742828687,84.14956872247204,1.949373579572412,2.6766,0.5926,0.009000000000000001
4088,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-135.767883,-15.595274,-68.66732127920228,-68.480003,22.534184029881963,-0.30926030444863356,0.771904,56.189631999999996,2.7416017207977195,2.078391,3.5334970126796703,10.827232828615518,0.9772079772079773,586995.1454901154,1.8308224733987977,-43042917.215016,-2.0283212414090923,853.7060000000056,120.17260900000001,-1.7500698550825438,-73.32755227315728,-1.6388465900557696,0.4644,0.0321,0.006999999999999999
4132,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-22.609297,111.28688000000001,2.8065247891737917,0.551765,10.924613164767024,5.627580302884141,0.5725140000000001,56.111731999999996,2.565311327635326,1.82296,3.5513340155877855,10.741297943971357,0.08262108262108261,23544.03704985484,12.283368141706383,1642227.8956010058,14.888683771854868,853.7060000000056,133.89617700000002,47.708888058465185,69.75132990674302,1.9196218506373735,0.0556,0.0301,0.01
4171,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-138.236618,19.964363,2.6563493988603986,5.3820120000000005,13.02016227057673,-5.683107824329676,0.8715940000000001,56.169266,2.6928873048433033,1.937587,3.5219012501832907,10.969172359050154,0.2792022792022792,22829.60792018868,10.325061602537996,-813454.1998224359,-11.594626170853289,853.7060000000056,158.20098099999998,59.55578775437819,-35.63154490722033,-4.439913604979344,0.0,0.0,0.011000000000000001
4173,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-20.366323,244.89581299999998,22.72300565098038,1.877403,44.643590116752236,2.4492823968766424,0.7244729999999999,62.401688,2.9739807607843125,2.108788,4.163867426389998,11.640247029665261,0.30196078431372547,184546.2945716206,4.511560689540464,25109284.03455032,5.986215174550627,854.6557999999932,265.262136,11.673725741847681,136.05954046834387,1.9496033507603747,0.5512,0.0221,0.019
4220,351,0,5,2.3789173789173788,2.0,1.7473277463470478,-38.336807,775.901978,35.79610804558404,0.253371,102.84591585932385,3.4815897750110096,0.569633,56.015476,2.6411913133903147,1.920439,3.546689505101948,10.670665804435382,0.13675213675213677,574745.5143397585,3.4984701732852814,171185319.35016754,4.88655583807407,853.7060000000056,814.238785,22.746573006292174,297.84542041501174,2.7337629830448837,0.1322,0.3351,0.009000000000000001
4389,255,0,5,2.6470588235294117,3.0,1.6460825532508145,-11.631914,112.362953,10.389585572549029,1.5188190000000001,20.586850891411068,2.5796293422843593,0.708716,62.234184,2.9195272352941144,2.050837,4.165622467329861,11.562898130490728,0.22745098039215686,29070.52676724905,4.6985429133276595,1678389.0227126621,6.2149192267476225,854.6557999999932,123.994867,11.934534456082114,57.735074295369856,2.1476523328895056,0.2205,0.9667,0.016
4595,352,0,5,2.4573863636363638,2.0,1.7207968698808895,-18.849697,121.370186,8.988212630681822,0.139631,25.859770652235486,2.7655277385709036,0.669204,11.308187,2.7277531619318176,2.1958845,1.9237090565343775,1.7998749457431855,0.15625,71369.04285243018,6.593396421444225,6507392.605314844,7.544474188292658,873.7903000000006,140.219883,15.600418988904504,91.17948546360898,1.5378446400200816,0.5995,0.0127,0.018000000000000002
